Reservoir,Site,DateTime,Depth_m,Rep,Dilution,a254_m,a350_m,S275_295,S350_400,Sr,Max_FL_Ex,Max_FL_Em,Max_FL,B,T,A,C,M,N,FI,BIX,HIX,T_B,T_M,T_N,T_C,A_T,A_C,A_M,M_C,C_N,Fmax1,Fmax2,Fmax3,Fmax4,abs_Flag,fl_Flag
FCR,50,2019-10-04,0.1,1,1,23.4906,8.5211,2.858605025,1.929773543,1.481316311,240,482,37.95093257,0.288418019,0.311226411,0.317772414,0.132035794,0.14062429,0.205185509,1.47356763,0.73925309,1.474223989,1.079081021,2.213176768,1.516805025,2.357136663,1.021032931,2.406714155,2.259726362,1.065046723,0.643494732,0.664474737,0.686010998,0.685197247,0.839711677,0,0
FCR,50,2019-10-04,0.1,2,2,9.212,1.8424,1.822051177,0.342400804,5.321398655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-10-04,5,1,1,40.9934,20.727,3.484905038,2.878909214,1.21049494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-10-04,5,1,2,37.7692,18.8846,3.411452061,2.773318901,1.230097289,300,300,52.49303366,0.200837048,0.190542514,0.314647817,0.145784636,0.140756626,0.160102834,1.490633181,0.724166289,1.939673813,0.948741859,1.353701914,1.190125806,1.30701368,1.651326049,2.158305736,2.235403234,0.965510698,0.910568745,0.653599246,0.723103002,1.056102233,0.509047342,0,0
FCR,50,2019-10-04,5,2,1,35.0056,17.7331,3.364223787,2.725874485,1.234181473,300,300,32.35297161,0.095207549,0.098681126,0.247456039,0.120838294,0.108480653,0.101980129,1.515229078,0.699323781,2.511024396,1.036484259,0.909665675,0.967650538,0.816637861,2.507632901,2.047827969,2.281107575,0.897734062,1.184920004,0.484923063,0.563986907,1.024081819,0.24126021,0,0
FCR,50,2019-10-04,9,1,1,5.9878,1.8424,1.464725885,0.444914312,3.292152769,305,304,6.779504043,0.05173506,0.059718453,0.147120277,0.083705401,0.074142365,0.069053883,1.688600482,0.802543823,3.755355566,1.15431301,0.805456537,0.864809484,0.713436076,2.463564771,1.757595983,1.98429435,0.88575366,1.212175152,0.268720265,0.486394909,0.057732962,0.161705383,0,0
FCR,50,2019-10-04,9,2,1,6.6787,2.5333,1.604805,0.759391,2.113279,300,300,10.11880581,0.064051475,0.092013548,0.146729154,0.080690462,0.074964062,0.077181661,1.685636073,0.794592507,2.706541913,1.436556265,1.227435466,1.192168535,1.140327436,1.594647286,1.81842005,1.957326635,0.929032497,1.045461591,0.269216727,0.469764038,0.092128668,0.235900861,0,0
FCR,99,2019-10-04,0.1,1,1,11.2847,3.9151,2.150443337,1.107873819,1.941054388,300,300,6.359499184,0.02893372,0.040651098,0.187653721,0.101468853,0.066322213,0.053762956,1.455024948,0.539184734,7.591280026,1.404973092,0.612933377,0.756117237,0.400626365,4.616203032,1.849372642,2.829424911,0.65362139,1.887337684,0.561683586,0.45436735,0.050884663,0.109471773,0,0
FCR,100,2019-10-04,0.1,2,1,14.9695,6.2181,2.461432355,1.654883195,1.487375279,300,300,20.65741692,0.154353591,0.180449388,0.219170065,0.108356425,0.079296468,0.124052852,1.459705164,0.55417955,2.43370306,1.169065047,2.275629582,1.454617001,1.665331686,1.21457915,2.022677144,2.763932243,0.731811407,0.873469839,0.633651921,0.418249919,0.24386523,0.461334455,0,0
FCR,101,2019-10-04,0.1,2,1,16.5816,8.5211,2.669001482,2.01084642,1.327302501,240,482,37.52527556,0.16505509,0.131741561,0.235122015,0.103581958,0.114779225,0.114422818,1.373414771,0.613224636,1.960251419,0.798167213,1.147782286,1.15135743,1.271858186,1.784721636,2.269912822,2.048471879,1.108100553,0.905256139,0.692974234,0.335760587,0.864463967,0.363582647,0,0
FCR,102,2019-10-04,0.1,2,1,6.2181,3.6848,1.72669302,1.219577175,1.415812837,300,300,19.61417464,0.071543134,0.056473765,0.082936587,0.034087995,0.040774669,0.048354834,1.595320632,0.757499119,1.383468517,0.789366659,1.38502081,1.167903177,1.6567054,1.468586115,2.433014547,2.03402233,1.196159212,0.704955254,0.157484287,0.123742546,0.390537363,0.198830402,0,0
FCR,200,2019-10-04,0.1,2,1,23.4906,11.7453,2.935678018,2.30910689,1.271347823,300,300,24.93003033,0.06835191,0.091094822,0.472208006,0.229648844,0.170104454,0.135773955,1.472102469,0.580581118,6.157339103,1.33273264,0.535522847,0.670930016,0.396670064,5.183697574,2.056217649,2.775988483,0.740715483,1.691405723,1.142271686,1.164252076,0.965666654,0.123799644,0,0
FCR,50,2019-10-16,0.1,1,1,16.5816,5.5272,2.531062444,1.505797883,1.68087794,300,300,27.99991738,0.213552966,0.239061027,0.282071737,0.129261449,0.136263922,0.163602893,1.521541505,0.748784895,1.633085629,1.119446059,1.754397076,1.461227382,1.849437933,1.179915193,2.182179917,2.070039766,1.054172945,0.790092685,0.517077032,0.74648516,0.505831439,0.629941707,0,0
FCR,50,2019-10-16,5,2,1,18.8846,6.6787,2.688375593,1.672369565,1.607524826,240,484,31.66481761,0.238052681,0.218995324,0.337288745,0.144179277,0.161089104,0.161364434,1.507726608,0.761964973,1.731476541,0.919944789,1.359467022,1.357147413,1.518909849,1.540164142,2.339370483,2.093802359,1.117283335,0.893500963,0.63618285,0.865484344,0.643058271,0.658935783,0,0
FCR,50,2019-10-16,9,2,1,9.9029,4.3757,2.041507464,1.393474872,1.465047921,300,300,23.04870648,0.066711502,0.083802739,0.164368669,0.082217557,0.084734055,0.082750452,1.595232952,0.841556147,2.211058266,1.256196245,0.989008946,1.012716386,1.019280328,1.961375859,1.999191828,1.939818271,1.030607793,0.99356022,0.265952758,0.421633591,0.493039581,0.268635399,0,0
FCR,50,2019-10-23,0.1,2,1,15.6604,5.0666,2.447383157,1.435305614,1.705130345,300,300,25.95620397,0.198038131,0.187753922,0.284438249,0.134981987,0.151881914,0.141726628,1.510257552,0.731002595,2.07181327,0.948069554,1.236183544,1.324761091,1.390955391,1.514952368,2.107231163,1.872759188,1.125201348,0.952410911,0.582103348,0.770834967,0.315153275,0.499814574,0,0
FCR,50,2019-10-23,5,2,1,14.9695,4.8363,2.389920939,1.341176602,1.781958419,300,300,22.48000408,0.142480209,0.150686935,0.268807678,0.132495317,0.130504546,0.130346289,1.534644948,0.730241231,2.4985532,1.057599059,1.154648936,1.156050822,1.137300084,1.783881784,2.028808903,2.059757203,0.984974783,1.016487063,0.545021555,0.747999318,0.25702742,0.455545062,0,0
FCR,50,2019-10-23,9,2,1,11.515,5.2969,2.207834091,1.529763329,1.44325207,300,300,20.13617451,0.079145358,0.09208992,0.182714581,0.097094932,0.089793233,0.086816793,1.631223432,0.795712881,2.422637892,1.163554271,1.025577498,1.06073855,0.948452383,1.984088833,1.881813783,2.034836861,0.924798356,1.118388829,0.335297304,0.524135127,0.341023288,0.273278573,0,0
FCR,50,2019-10-30,0.1,1,1,20.9573,7.5999,2.792948461,1.82472277,1.53061523,240,484,48.71273244,0.288058659,0.264196574,0.325067203,0.147879265,0.161688108,0.18456019,1.489029169,0.751032053,1.491250702,0.917162413,1.6339889,1.431492754,1.786569436,1.230399009,2.198193263,2.010458323,1.093379175,0.801252235,0.610384299,0.582784603,1.256310465,0.924951461,0,0
FCR,50,2019-10-30,5,2,1,17.0422,6.6787,2.580434192,1.711622616,1.507595289,300,300,27.73653944,0.141183355,0.141049557,0.260184755,0.127193729,0.127951942,0.124331696,1.517481243,0.761111427,2.306305405,0.999052311,1.10236355,1.134461781,1.108934838,1.844633621,2.045578486,2.033456867,1.00596109,1.023019335,0.470100347,0.738263746,0.692996071,0.343353879,0,0
FCR,50,2019-10-30,9,2,1,13.5877,5.2969,2.348368354,1.473057837,1.594213271,300,300,16.79851012,0.086037254,0.085909016,0.206785983,0.107206074,0.111798337,0.096463086,1.607946994,0.857586521,2.677560523,0.998509512,0.76842839,0.890589545,0.80134467,2.407034709,1.928864435,1.849633806,1.042835846,1.111368901,0.366110608,0.674303586,0.276150639,0.253616278,0,0
FCR,50,2019-11-08,0.1,1,1,16.8119,5.7575,2.512744327,1.488788559,1.687777832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-11-08,0.1,1,2,17.9634,5.9878,2.580715161,1.53637152,1.679746812,300,300,34.70973296,0.169411933,0.170889748,0.279140022,0.144651672,0.136953115,0.141058731,1.478576184,0.726362185,2.291813654,1.008723207,1.247797449,1.211479408,1.18138799,1.633450954,1.929739339,2.038215932,0.946778655,1.025471241,0.556583232,0.788252232,0.285036326,0.508857985,0,0
FCR,50,2019-11-08,5,2,1,17.0422,5.7575,2.521488842,1.469889741,1.7154272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-11-08,5,2,2,17.9634,6.4484,2.575554296,1.616145948,1.59363967,305,304,29.71707882,0.160086748,0.166903203,0.287139835,0.139575859,0.132992473,0.134772644,1.521384089,0.731865267,2.191741739,1.042579754,1.254982327,1.238405641,1.195788471,1.720397392,2.057231368,2.159068322,0.952832917,1.035639389,0.572713073,0.809537583,0.264928111,0.499879709,0,0
FCR,50,2019-11-08,9,2,1,17.9634,6.2181,2.587341912,1.5756811,1.642046675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-11-08,9,2,2,18.424,6.4484,2.603807,1.614494,1.61277,300,300,31.39769625,0.178926144,0.179926301,0.298190877,0.146638896,0.13854625,0.146545415,1.52240028,0.733655143,2.505924043,1.005589778,1.298673192,1.227785267,1.227002564,1.657294541,2.033504652,2.152283992,0.944812422,1.000637898,0.595421534,0.812022652,0.391786631,0.479449292,0,0
FCR,100,2019-11-08,0.1,2,1,10.8241,4.1454,2.153367679,1.233849559,1.745243303,300,300,15.59974904,0.03111298,0.03966956,0.156488632,0.084586246,0.05570942,0.04669881,1.402443037,0.522086091,5.407493951,1.275016394,0.712079926,0.849476891,0.468983569,3.944803859,1.850048192,2.80901564,0.658610855,1.811314825,0.446892411,0.358458741,0.261520345,0.074025931,0,0
FCR,50,2019-11-20,0.1,2,1,17.0422,5.9878,2.544220407,1.571576599,1.618896851,300,300,22.64483189,0.127019909,0.139540043,0.272083707,0.133825735,0.12621033,0.12757623,1.501065589,0.727919128,2.58010442,1.098568286,1.105615077,1.093777761,1.042699622,1.94986113,2.033119463,2.155795864,0.943094611,1.048986437,0.572351194,0.757351948,0.306492135,0.408695571,0,0
FCR,50,2019-11-20,5,1,1,16.8119,6.2181,2.559118651,1.676535702,1.52643254,300,300,27.98337942,0.123118353,0.131195337,0.284218673,0.135781794,0.127788825,0.124708991,1.508535864,0.721141115,2.576127633,1.065603413,1.026657352,1.052011853,0.966221855,2.166377858,2.093201633,2.224127756,0.941133722,1.08878913,0.56483762,0.793818784,0.49062911,0.34469141,0,0
FCR,50,2019-11-20,9,1,1,17.2725,6.4484,2.565714136,1.684859259,1.522806206,300,300,27.22438482,0.143106314,0.150950231,0.283121602,0.137786144,0.130854017,0.135555164,1.496031973,0.728894548,2.425318086,1.054811817,1.153577357,1.113570496,1.095539993,1.87559569,2.054790088,2.163644718,0.949689231,1.016458097,0.59239275,0.757981814,0.381244852,0.456040344,0,0
BVR,1,2020-03-30,0.1,2,1,12.8968,4.606,2.266312603,1.263020145,1.794359822,300,300,14.3364888,0.061085766,0.066400774,0.165522987,0.079658922,0.072473528,0.068617771,1.43134743,0.655802078,3.023973515,1.087008957,0.916207288,0.96769063,0.833563554,2.492787003,2.077896393,2.28390962,0.909797995,1.160908039,0.346158611,0.444656072,0.178581273,0.216024922,0,0
BVR,20,2020-03-30,0.1,1,1,12.4362,4.3757,2.217215,1.185358,1.870503,300,300,13.33609346,0.070790649,0.063345828,0.162725607,0.077835595,0.070813014,0.065468684,1.408841451,0.676211062,2.58008378,0.894833275,0.894550648,0.967574483,0.813841381,2.568844905,2.090632285,2.297961874,0.90977675,1.188898114,0.341243454,0.4360978,0.141374092,0.229392157,0,0
BVR,30,2020-03-30,0.1,2,1,14.5089,5.9878,2.391378572,1.503965973,1.590048322,300,300,18.70734046,0.080610003,0.080197785,0.172964024,0.081203285,0.074999631,0.073607427,1.418292807,0.669575537,2.772983878,0.994886265,1.069309059,1.089533863,0.987617488,2.156718224,2.130012634,2.306198334,0.923603405,1.103194179,0.356806058,0.471351378,0.267761817,0.242921454,0,0
BVR,45,2020-03-30,0.1,2,1,14.0483,4.8363,2.33726743,1.287224146,1.815742376,305,304,15.02588529,0.067391346,0.072074451,0.166698536,0.079370221,0.073137593,0.070086579,1.410118309,0.678186464,2.717263644,1.069491194,0.985463814,1.02836309,0.908079249,2.312865846,2.100265481,2.279245598,0.921473966,1.13245963,0.332422509,0.437356505,0.246389052,0.215966263,0,0
BVR,50,2020-03-30,0.1,2,1,14.7392,5.9878,2.411832076,1.569899099,1.53629751,300,300,23.05134795,0.09113886,0.092165788,0.180403962,0.080906349,0.077541114,0.081438918,1.407813264,0.691407869,2.490649117,1.011267724,1.188605406,1.13171675,1.139166323,1.957385347,2.229787469,2.326558805,0.958405807,0.993460504,0.362962722,0.47893235,0.417709525,0.212010218,0,0
BVR,100,2020-03-30,0.1,2,1,11.2847,5.5272,2.202461096,1.545648693,1.424942877,240,484,18.37134369,0.03230886,0.036138059,0.148121003,0.068387626,0.050329941,0.042736995,1.35914501,0.542473118,3.277353594,1.118518536,0.718023074,0.845591951,0.528429798,4.098753668,2.165903573,2.94299971,0.735950998,1.600197328,0.371144798,0.257894413,0.560940702,0.050562675,0,0
BVR,200,2020-03-30,0.1,1,1,14.7392,6.4484,2.459720155,1.697183162,1.449295638,300,300,12.44036135,0.084718453,0.085463169,0.198179065,0.100565324,0.080717868,0.082978097,1.440781854,0.591906613,3.000298414,1.00879049,1.058788729,1.029948539,0.849827419,2.318882705,1.970650105,2.455206873,0.802641165,1.211950233,0.463368097,0.527710844,0.266898416,0.210495952,0,0
FCR,1,2020-03-30,0.1,2,1,13.5877,4.3757,2.306216376,1.137461617,2.027511383,300,300,9.516495801,0.052424361,0.069896171,0.212541327,0.120707928,0.093950353,0.076630166,1.471057691,0.632699402,4.269220684,1.333276549,0.743969214,0.912123444,0.57905203,3.040815043,1.760790124,2.262272777,0.778327946,1.575201185,0.481183616,0.611418008,0.069178955,0.199519462,0,0
FCR,20,2020-03-30,0.1,2,1,16.5816,5.9878,2.530154111,1.602853861,1.578530753,305,304,16.79553321,0.075610047,0.087038323,0.222299414,0.105512019,0.089607018,0.080886085,1.423390412,0.627616217,3.158713644,1.151147576,0.971333765,1.07606052,0.824913819,2.554040652,2.106863429,2.480825923,0.849258873,1.304452046,0.518458113,0.631587337,0.272840457,0.220925082,0,0
FCR,30,2020-03-30,0.1,2,1,14.7392,4.606,2.368661938,1.211072973,1.955837501,300,300,9.036064084,0.060590078,0.077115065,0.209768316,0.108599187,0.089970373,0.079392282,1.451720956,0.613427527,3.964231838,1.272734226,0.857116216,0.971316898,0.710088791,2.720198891,1.931582742,2.331526579,0.828462673,1.367880905,0.484838658,0.591281935,0.074882785,0.213533181,0,0
FCR,45,2020-03-30,0.1,1,1,15.6604,5.5272,2.469637787,1.489315972,1.658236287,305,304,16.07762756,0.072564173,0.092524812,0.220837934,0.10612172,0.091950754,0.08591103,1.409885916,0.624027198,3.17569754,1.275075688,1.006243104,1.076984089,0.87187441,2.386796889,2.080987129,2.401697909,0.866464979,1.235251403,0.482924986,0.583185142,0.292767812,0.22718702,0,0
FCR,50,2020-03-30,0.1,2,1,15.6604,5.2969,2.4499621,1.359827124,1.801671739,300,300,12.8892849,0.068501426,0.079914454,0.210121229,0.106622085,0.088795434,0.078376698,1.406067911,0.640096189,3.363274404,1.166610065,0.899983818,1.019620063,0.749511264,2.629326982,1.970710189,2.366351735,0.832805267,1.360379906,0.487024104,0.56172158,0.1890831,0.217577002,0,0
FCR,99,2020-03-30,0.1,2,1,13.818,5.5272,2.36472019,1.543208029,1.532340517,300,300,15.22039827,0.03604493,0.044465219,0.178775776,0.097385758,0.065841158,0.052030914,1.37527785,0.524141692,4.814166187,1.233605365,0.67534078,0.854592309,0.456588519,4.020575621,1.835748667,2.715258675,0.676086107,1.871690317,0.504131056,0.389484504,0.352050361,0.101859417,0,0
FCR,100,2020-03-30,0.1,1,1,15.1998,6.4484,2.480352188,1.695968441,1.462499024,240,482,27.1581826,0.051880877,0.05913423,0.189991242,0.095927243,0.063987052,0.060275294,1.380775082,0.557453465,3.425185748,1.139807848,0.924159324,0.981069132,0.616448765,3.212880933,1.980576484,2.969213872,0.667037327,1.591485274,0.573998533,0.325452343,0.449928352,0.136844277,0,0
FCR,101,2020-03-30,0.1,2,1,12.6665,5.0666,2.281052351,1.401192658,1.627936271,300,300,19.32457719,0.039465991,0.040373909,0.164098997,0.086764224,0.059893938,0.049586052,1.341029341,0.557197672,4.394444667,1.023005073,0.674090069,0.814219072,0.465328996,4.064481271,1.891320989,2.739826459,0.690306856,1.749770762,0.471075408,0.329672644,0.39500771,0.079099846,0,0
FCR,102,2020-03-30,0.1,2,1,5.5272,2.7636,1.4130978,0.895395749,1.578182387,300,300,21.56073116,0.030321273,0.024437919,0.045098938,0.018351683,0.020994064,0.021561378,1.540575179,0.910052977,1.133126119,0.805966118,1.164039466,1.133411712,1.331644528,1.845449226,2.457482363,2.148175731,1.143985721,0.851136837,0.027592891,0.067565337,0.492740479,0.027565427,0,0
FCR,200,2020-03-30,0.1,1,1,19.8058,8.9817,2.752202437,2.006210935,1.37184101,305,304,21.62380129,0.043668797,0.061235198,0.313121784,0.158293607,0.111585488,0.089810363,1.378968705,0.545549404,5.905185032,1.402264357,0.548773851,0.681827755,0.38684568,5.113428112,1.978107577,2.806115639,0.70492732,1.762531649,0.841529616,0.777824324,0.529298449,0.088359151,0,0
